recorded_at,open_price,high_price,low_price,close_price,volume,rolling_mean,rolling_std,z_score,position,market_return,position_lag,gross_return,turnover,strategy_return,equity
2026-08-13 15:00:00,1313.7,1315.0,1313.2,1314.1,293164,1314.3700000000001,0.9442903210933263,-0.2859290135343074,0,0.00045679482299187946,0.0,0.0,0.0,0.0,99667.61041524018
2026-08-13 15:05:00,1314.4,1314.4,1311.2,1312.5,307684,1314.35,0.9806013192692854,-1.8865975026206097,0,-0.0012175633513430428,0.0,-0.0,0.0,-0.0,99667.61041524018
2026-08-13 15:10:00,1312.6,1314.5,1312.2,1313.6,284550,1314.35,0.9806013192692854,-0.7648368253867713,0,0.0008380952380950824,0.0,0.0,0.0,0.0,99667.61041524018
2026-08-13 15:15:00,1314.3,1317.0,1314.3,1317.0,511504,1314.455,1.1417783912480786,2.22897895030062,-1,0.002588306942752805,0.0,0.0,1.0,-0.0007,99597.84308794951
2026-08-14 09:15:00,1315.5,1315.5,1309.2,1310.6,0,1314.2,1.3913265158360835,-2.5874587733540064,-1,-0.0048595292331056195,-1.0,0.0048595292331056195,0.0,0.0048595292331056195,100081.84171798966
2026-08-14 09:20:00,1310.1,1310.5,1308.4,1309.1,135740,1313.9099999999999,1.786174978163164,-2.6929052633725563,-1,-0.0011445139630703594,-1.0,0.0011445139630703594,0.0,0.0011445139630703594,100196.3867832857
2026-08-14 09:25:00,1309.1,1309.1,1307.2,1308.8,143245,1313.57,2.07189209228911,-2.302243450685645,-1,-0.00022916507524251006,-1.0,0.00022916507524251006,0.0,0.00022916507524251006,100219.34829580193
2026-08-14 09:30:00,1308.7,1310.1,1308.2,1309.7,129130,1313.285,2.195276028678472,-1.6330520413681922,-1,0.0006876528117361058,-1.0,-0.0006876528117361058,0.0,-0.0006876528117361058,100150.43217915596
2026-08-14 09:35:00,1309.7,1310.2,1309.0,1309.3,103322,1313.06,2.363850560773557,-1.590625085356306,-1,-0.00030541345346268844,-1.0,0.00030541345346268844,0.0,0.00030541345346268844,100181.01946851356
2026-08-14 09:40:00,1309.3,1309.5,1308.5,1308.5,91894,1312.855,2.5742602412069866,-1.6917481497356697,-1,-0.0006110135186740973,-1.0,0.0006110135186740973,0.0,0.0006110135186740973,100242.23142572337
2026-08-14 09:45:00,1308.7,1309.2,1308.1,1309.2,84223,1312.665,2.700151067895851,-1.283261533474159,-1,0.0005349636988918327,-1.0,-0.0005349636988918327,0.0,-0.0005349636988918327,100188.6054708147
2026-08-14 09:50:00,1308.7,1309.2,1308.1,1308.5,127444,1312.3899999999999,2.8337997552080307,-1.3727152008008787,-1,-0.0005346776657501051,-1.0,0.0005346776657501051,0.0,0.0005346776657501051,100242.1740805226
2026-08-14 09:55:00,1308.6,1309.4,1308.1,1309.0,53245,1312.09,2.8604195496440052,-1.0802611107816282,-1,0.0003821169277800074,-1.0,-0.0003821169277800074,0.0,-0.0003821169277800074,100203.86984892897
2026-08-14 10:00:00,1309.1,1309.9,1308.7,1309.9,66245,1311.805,2.7749774773835116,-0.6864920582332694,-1,0.0006875477463712532,-1.0,-0.0006875477463712532,0.0,-0.0006875477463712532,100134.97490403667
2026-08-14 10:05:00,1309.9,1310.0,1309.5,1310.0,55343,1311.6,2.747822104099059,-0.5822793250018303,-1,7.634170547365926e-05,-1.0,-7.634170547365926e-05,0.0,-7.634170547365926e-05,100127.33042927492
2026-08-14 10:10:00,1310.0,1310.1,1309.0,1309.0,64244,1311.34,2.7348433997285304,-0.8556248596289624,-1,-0.0007633587786259888,-1.0,0.0007633587786259888,0.0,0.0007633587786259888,100203.76350593849
2026-08-14 10:15:00,1308.7,1309.4,1308.6,1309.2,74129,1311.0349999999999,2.6071309094354422,-0.7038388419080831,-1,0.00015278838808252537,-1.0,-0.00015278838808252537,0.0,-0.00015278838808252537,100188.45353443261
2026-08-14 10:20:00,1309.2,1309.3,1307.5,1308.0,108488,1310.705,2.549194919347812,-1.061119328094368,-1,-0.0009165902841430373,-1.0,0.0009165902841430373,0.0,0.0009165902841430373,100280.2852975256
2026-08-14 10:25:00,1307.9,1308.0,1307.6,1308.0,56046,1310.375,2.44343912075358,-0.9719906585057568,-1,0.0,-1.0,-0.0,0.0,-0.0,100280.2852975256
2026-08-14 10:30:00,1308.0,1308.0,1305.2,1306.5,226432,1310.025,2.473411239135548,-1.4251572662991825,-1,-0.0011467889908256534,-1.0,0.0011467889908256534,0.0,0.0011467889908256534,100395.28562470166
2026-08-14 10:35:00,1306.5,1307.0,1305.9,1307.0,59752,1309.67,2.3648967931165594,-1.1290133285188466,-1,0.00038270187523914423,-1.0,-0.00038270187523914423,0.0,-0.00038270187523914423,100356.86416062793
2026-08-14 10:40:00,1307.0,1307.2,1306.5,1307.2,41381,1309.405,2.3277445600473734,-0.9472688875943724,-1,0.00015302218821733327,-1.0,-0.00015302218821733327,0.0,-0.00015302218821733327,100341.50733367144
2026-08-14 10:45:00,1307.2,1307.3,1306.8,1307.1,36109,1309.0800000000002,2.1588495961821703,-0.9171551383207925,-1,-7.649938800502465e-05,-1.0,7.649938800502465e-05,0.0,7.649938800502465e-05,100349.18339757397
2026-08-14 10:50:00,1307.0,1307.2,1306.3,1306.4,82595,1308.55,1.2006577144871897,-1.7906852003346727,-1,-0.0005355366842627607,-1.0,0.0005355366842627607,0.0,0.0005355366842627607,100402.92406651919
2026-08-14 10:55:00,1306.3,1306.6,1305.8,1306.1,78470,1308.325,1.217795678995031,-1.8270716823665254,-1,-0.00022963870177605816,-1.0,0.00022963870177605816,0.0,0.00022963870177605816,100425.98046365632
2026-08-14 11:00:00,1305.9,1305.9,1304.0,1304.3,217365,1308.085,1.4978141968918748,-2.527015705856149,-1,-0.001378148686930536,-1.0,0.001378148686930536,0.0,0.001378148686930536,100564.38239676601
2026-08-14 11:05:00,1304.5,1304.5,1303.1,1303.7,69499,1307.8300000000002,1.777668490790085,-2.323267820404765,-1,-0.0004600168672850291,-1.0,0.0004600168672850291,0.0,0.0004600168672850291,100610.64370891664
2026-08-14 11:10:00,1303.8,1304.5,1303.7,1304.1,34519,1307.55,1.9041505911231118,-1.8118314885826106,-1,0.00030681905346319205,-1.0,-0.00030681905346319205,0.0,-0.00030681905346319205,100579.77444644555
2026-08-14 11:15:00,1304.0,1304.4,1304.0,1304.1,35686,1307.29,2.0049675151564537,-1.5910482219215054,-1,0.0,-1.0,-0.0,0.0,-0.0,100579.77444644555
